N0.,DOI or website,Journal name,Article name,Country,Year,Province,City,Publish year,Location,Longtitude,latitude,SOC,Type of microbial fertilizers,Application（kg/hm2）,Types of microorganisms,n1,Yield1,Yield_SD1,Output_value1,Output_value_SD1,Net_profit1,Net_profit_SD1,Output_input_ratio1,Output_input_ratio_SD1,n2,Yield2,Yield_SD2,Output_value2,Output_value_SD2,Net_profit2,Net_profit_SD2,Output_input_ratio2,Output_input_ratio_SD2
6,https://doi.org/10.16178/j.issn.0528-9017.20220147,Journal of Zhejiang Agricultural Sciences,"Effects of Reduced Chemical Fertilizer Combined with Microbial Fertilizer on Nutrient Uptake, Annual Yield (in Rice-Wheat Rotation), and Soil Nutrients",China,2021,Zhejiang,Yuyao,2023,"Base of Jialing Agricultural Machinery Service Professional Cooperative, Yuyao City, Zhejiang Province",121.076,30.085,9.454756381,Microbial Fertilizer,1800,NA,3,7862.1,108.7405235,NA,NA,NA,NA,NA,NA,3,8307.9,183.7121607,NA,NA,NA,NA,NA,NA
7,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5ftILKyEDugeExpdtsbm7vdpDD-Pt9qfmQ46XrIuWlI2iNQIvvQVFYJ8ob-9XVo5A7fGmnFeOW1q7Lu-c5JIZycV5Zf6UhwVvwZOViOXXjD_fLhFNw9IKdNr-B9neEu4gR5VzSzTCGP5Y2S0nciL-Ghzy7edvCkuhPB2sjHKm6WD3Q==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,Effect of chemical fertilizer reduction combined with microbial fertilizer on the economic benefits and nutrient of rice,China,2019,Yunnan,Wenshan,2023,"Xiwei Village, Zhetu Village Committee, Zhetu Township, Guangnan County, Wenshan Prefecture",104.83334,24.1396,14.03712297,Microbial Fertilizer,600,NA,3,6022.2,83.29290908,26497.65,53.72196346,24228,385.6979456,11.67,0.011776445,3,6164.6,136.3174792,27124.05,46.05565839,23054.4,426.1198282,6.66,0.013354903
7,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5ftILKyEDugeExpdtsbm7vdpDD-Pt9qfmQ46XrIuWlI2iNQIvvQVFYJ8ob-9XVo5A7fGmnFeOW1q7Lu-c5JIZycV5Zf6UhwVvwZOViOXXjD_fLhFNw9IKdNr-B9neEu4gR5VzSzTCGP5Y2S0nciL-Ghzy7edvCkuhPB2sjHKm6WD3Q==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,Effect of chemical fertilizer reduction combined with microbial fertilizer on the economic benefits and nutrient of rice,China,2019,Yunnan,Wenshan,2023,"Xiwei Village, Zhetu Village Committee, Zhetu Township, Guangnan County, Wenshan Prefecture",104.83334,24.1396,14.03712297,Microbial Fertilizer,600,NA,3,6022.2,83.29290908,26497.65,53.72196346,24228,385.6979456,11.67,0.011776445,3,6048.9,133.7590112,26615.1,45.19147965,22630.5,418.2847861,6.68,0.013395007
7,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5ftILKyEDugeExpdtsbm7vdpDD-Pt9qfmQ46XrIuWlI2iNQIvvQVFYJ8ob-9XVo5A7fGmnFeOW1q7Lu-c5JIZycV5Zf6UhwVvwZOViOXXjD_fLhFNw9IKdNr-B9neEu4gR5VzSzTCGP5Y2S0nciL-Ghzy7edvCkuhPB2sjHKm6WD3Q==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,Effect of chemical fertilizer reduction combined with microbial fertilizer on the economic benefits and nutrient of rice,China,2019,Yunnan,Wenshan,2023,"Xiwei Village, Zhetu Village Committee, Zhetu Township, Guangnan County, Wenshan Prefecture",104.83334,24.1396,14.03712297,Microbial Fertilizer,600,NA,3,6022.2,83.29290908,26497.65,53.72196346,24228,385.6979456,11.67,0.011776445,3,5974.5,132.1138078,26287.8,44.63573606,22387.8,413.7989057,6.74,0.013515322
8,https://doi.org/10.14083/j.issn.1001-4942.2022.12.014,Shandong Agricultural Sciences,Effects of fertilizer reduction combined with microbial fertilizer on soil quality and maize yield and quality in Saline-Alkali land,China,2021,Shandong,Dongying,2022,"Zhongke Dongying Molecular Design Breeding Research Center, Chinese Academy of Sciences",119.5,38.193,6.165893271,Microbial Inoculant Fertilizer,375,"Bacillus amyloliquefaciens, Bacillus megaterium, Bacillus laterosporus",3,7504.8,103.7987154,21013.6,42.60347055,18313.6,291.5435816,7.782814815,0.007853804,3,7366.3,162.8906089,20625.7,35.02169452,17115.7,316.3534572,5.876267806,0.011783331
8,https://doi.org/10.14083/j.issn.1001-4942.2022.12.014,Shandong Agricultural Sciences,Effects of fertilizer reduction combined with microbial fertilizer on soil quality and maize yield and quality in Saline-Alkali land,China,2021,Shandong,Dongying,2022,"Zhongke Dongying Molecular Design Breeding Research Center, Chinese Academy of Sciences",119.5,38.193,6.165893271,Microbial Inoculant Fertilizer,375,"Bacillus amyloliquefaciens, Bacillus megaterium, Bacillus laterosporus",3,7504.8,103.7987154,21013.6,42.60347055,18313.6,291.5435816,7.782814815,0.007853804,3,7712.8,170.5527453,21598.8,36.67398322,18358.8,339.3299632,6.666296296,0.013367528
8,https://doi.org/10.14083/j.issn.1001-4942.2022.12.014,Shandong Agricultural Sciences,Effects of fertilizer reduction combined with microbial fertilizer on soil quality and maize yield and quality in Saline-Alkali land,China,2021,Shandong,Dongying,2022,"Zhongke Dongying Molecular Design Breeding Research Center, Chinese Academy of Sciences",119.5,38.193,6.165893271,Microbial Inoculant Fertilizer,375,"Bacillus amyloliquefaciens, Bacillus megaterium, Bacillus laterosporus",3,7504.8,103.7987154,21013.6,42.60347055,18313.6,291.5435816,7.782814815,0.007853804,3,6994.4,154.6668035,19584.4,33.25360469,16884.4,312.0782856,7.253481481,0.014544976
9,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5fsGivpzelXwM68wSStq6RoNpyEDcZZClGpzY4JkI1-a-PUf5xK7NbabBouXm7cAMqI2CB7ajhHlj0cD0vZwuQLhVsDFyfY8X-bsS3Oyfplrl5sSHASZxRvuJUVBLSXlykhFM4Pk123fLSxKBSX8tFZtJ0U5f91rXoZ-Shgb86BDtw==&uniplatform=NZKPT&language=CHS,Shanghai Agricultural Science and Technology,Effects of Base Application of Microbial Fertilizer on Rice Yield and Soil Nutrients,China,2020,Shanghai,Shanghai,2021,"Field of Team 23, Shanghai Yuejin Modern Agriculture Co., Ltd.",121.768,31.817,NA,Compound Microbial Fertilizer,750,Bacillus subtilis + Aspergillus oryzae,4,7863,108.7529714,25280.1,51.25347374,20250.3,322.3749012,10.52548089,0.010621486,4,9732,215.2032099,26276.4,44.61637927,20514.9,379.1816601,7.811290466,0.015663517
9,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5fsGivpzelXwM68wSStq6RoNpyEDcZZClGpzY4JkI1-a-PUf5xK7NbabBouXm7cAMqI2CB7ajhHlj0cD0vZwuQLhVsDFyfY8X-bsS3Oyfplrl5sSHASZxRvuJUVBLSXlykhFM4Pk123fLSxKBSX8tFZtJ0U5f91rXoZ-Shgb86BDtw==&uniplatform=NZKPT&language=CHS,Shanghai Agricultural Science and Technology,Effects of Base Application of Microbial Fertilizer on Rice Yield and Soil Nutrients,China,2020,Shanghai,Shanghai,2021,"Field of Team 17, Shanghai Yuejin Modern Agriculture Co., Ltd.",121.768,31.817,NA,Compound Microbial Fertilizer,750,Bacillus subtilis + Aspergillus oryzae,4,8451,116.8855858,22817.7,46.26114563,17760.3,282.7353155,9.392319091,0.009477989,4,9034.5,199.7794287,24393.15,41.41868871,18576.45,343.3528386,7.134377468,0.014306143
10,https://doi.org/10.16267/j.cnki.1005-3956.20220601.244,Hybrid Rice,Efects of biogical bacterial fertilizer combined with chemical fertilizer on growth characteristics and yield of rice ,China,2020,Hunan,Changsha,2023,"Experimental Demonstration Base, Dongtang Village, Huanghua Town, Changsha County, Hunan Province",113.206,28.213,19.2575406,Microbial Inoculant,6L/hm2,"Bacillus subtilis, Bacillus licheniformis",3,12560,173.7170698,NA,NA,NA,NA,NA,NA,3,12870,284.5936408,NA,NA,NA,NA,NA,NA
10,https://doi.org/10.16267/j.cnki.1005-3956.20220601.244,Hybrid Rice,Efects of biogical bacterial fertilizer combined with chemical fertilizer on growth characteristics and yield of rice ,China,2020,Hunan,Changsha,2023,"Experimental Demonstration Base, Dongtang Village, Huanghua Town, Changsha County, Hunan Province",113.206,28.213,19.2575406,Microbial Inoculant,9L/hm2,"Bacillus subtilis, Bacillus licheniformis",3,12560,173.7170698,NA,NA,NA,NA,NA,NA,3,14250,315.109509,NA,NA,NA,NA,NA,NA
10,https://doi.org/10.16267/j.cnki.1005-3956.20220601.244,Hybrid Rice,Efects of biogical bacterial fertilizer combined with chemical fertilizer on growth characteristics and yield of rice ,China,2020,Hunan,Changsha,2023,"Experimental Demonstration Base, Dongtang Village, Huanghua Town, Changsha County, Hunan Province",113.206,28.213,19.2575406,Microbial Inoculant,12L/hm2,"Bacillus subtilis, Bacillus licheniformis",3,12560,173.7170698,NA,NA,NA,NA,NA,NA,3,13330,294.7655969,NA,NA,NA,NA,NA,NA
11,https://doi.org/10.11923/j.issn.2095-4050.cjas2020-0019  ,Journal of Agriculture,"Bio-organic fertilizers:effrcts on fresh corn yield, soil nutrients and microbes",China,2019,Shanghai,Shanghai,2021,"Yongle Village, Huinan Town, Pudong New Area, Shanghai",121.762,31.081,18.60208817,Kunzhiyuan Bio-Organic Fertilizer,7500,NA,3,12624.9,174.6147002,NA,NA,NA,NA,NA,NA,3,13703.1,303.0159377,NA,NA,NA,NA,NA,NA
11,https://doi.org/10.11923/j.issn.2095-4050.cjas2020-0019  ,Journal of Agriculture,"Bio-organic fertilizers:effrcts on fresh corn yield, soil nutrients and microbes",China,2019,Shanghai,Shanghai,2021,"Yongle Village, Huinan Town, Pudong New Area, Shanghai",121.762,31.081,19.21693735,Gulin Microbial Fertilizer,7500,NA,3,12624.9,174.6147002,NA,NA,NA,NA,NA,NA,3,14386.8,318.1345603,NA,NA,NA,NA,NA,NA
11,https://doi.org/10.11923/j.issn.2095-4050.cjas2020-0019  ,Journal of Agriculture,"Bio-organic fertilizers:effrcts on fresh corn yield, soil nutrients and microbes",China,2019,Shanghai,Shanghai,2021,"Yongle Village, Huinan Town, Pudong New Area, Shanghai",121.762,31.081,19.37354988,Shangcanli Bio-Organic Fertilizer,7500,NA,3,12624.9,174.6147002,NA,NA,NA,NA,NA,NA,3,14701.8,325.1001389,NA,NA,NA,NA,NA,NA
12,https://doi.org/10.11838/sfsc.1673-6257.21453,Soil and Fertilizer Sciences in China,Effects of biogas residue fertilizer on rice yield and soil environment,China,2020,Jiangsu,Shanghai,2022,"Production Base, Modern Agricultural Park, Qingpu District, Shanghai",121.017,30.95,13.86310905,Compound Microbial Fertilizer,900,Bacillus subtilis + Paenibacillus mucilaginosus,3,9139,535,NA,NA,NA,NA,NA,NA,3,9571,351,NA,NA,NA,NA,NA,NA
12,https://doi.org/10.11838/sfsc.1673-6257.21453,Soil and Fertilizer Sciences in China,Effects of biogas residue fertilizer on rice yield and soil environment,China,2020,Jiangsu,Shanghai,2022,"Production Base, Modern Agricultural Park, Qingpu District, Shanghai",121.017,30.95,13.86310905,Bio-Organic Fertilizer,3000,Bacillus subtilis + Bacillus mucilaginosus + Trichoderma harzianum,3,8870,1089,NA,NA,NA,NA,NA,NA,3,8671,202,NA,NA,NA,NA,NA,NA
13,https://doi.org/10.14069/j.cnki.32-1769/s.2021.05.010,Barley and Cereal Sciences,"Effect of Micobial fertilizer on wheat yield, fusarium head bligh and soil nutrients",China,2020,Zhejiang,Yuyao,2021,"Base of Jialing Agricultural Machinery Service Professional Cooperative, Yuyao City, Zhejiang Province",121.076,30.0846,19.95359629,Compound Microbial Fertilizer,600,NA,3,5102,70.56564414,NA,NA,NA,NA,NA,NA,3,5267,116.4688971,NA,NA,NA,NA,NA,NA
13,https://doi.org/10.14069/j.cnki.32-1769/s.2021.05.010,Barley and Cereal Sciences,"Effect of Micobial fertilizer on wheat yield, fusarium head bligh and soil nutrients",China,2020,Zhejiang,Yuyao,2021,"Base of Jialing Agricultural Machinery Service Professional Cooperative, Yuyao City, Zhejiang Province",121.076,30.0846,19.95359629,Compound Microbial Fertilizer,900,NA,3,5102,70.56564414,NA,NA,NA,NA,NA,NA,3,5314,117.5082057,NA,NA,NA,NA,NA,NA
13,https://doi.org/10.14069/j.cnki.32-1769/s.2021.05.010,Barley and Cereal Sciences,"Effect of Micobial fertilizer on wheat yield, fusarium head bligh and soil nutrients",China,2020,Zhejiang,Yuyao,2021,"Base of Jialing Agricultural Machinery Service Professional Cooperative, Yuyao City, Zhejiang Province",121.076,30.0846,19.95359629,Compound Microbial Fertilizer,1200,NA,3,5102,70.56564414,NA,NA,NA,NA,NA,NA,3,5473,121.0241644,NA,NA,NA,NA,NA,NA
13,https://doi.org/10.14069/j.cnki.32-1769/s.2021.05.010,Barley and Cereal Sciences,"Effect of Micobial fertilizer on wheat yield, fusarium head bligh and soil nutrients",China,2020,Zhejiang,Yuyao,2021,"Base of Jialing Agricultural Machinery Service Professional Cooperative, Yuyao City, Zhejiang Province",121.076,30.0846,19.95359629,Compound Microbial Fertilizer,1500,NA,3,5102,70.56564414,NA,NA,NA,NA,NA,NA,3,5631,124.5180102,NA,NA,NA,NA,NA,NA
13,https://doi.org/10.14069/j.cnki.32-1769/s.2021.05.010,Barley and Cereal Sciences,"Effect of Micobial fertilizer on wheat yield, fusarium head bligh and soil nutrients",China,2020,Zhejiang,Yuyao,2021,"Base of Jialing Agricultural Machinery Service Professional Cooperative, Yuyao City, Zhejiang Province",121.076,30.0846,19.95359629,Compound Microbial Fertilizer,1800,NA,3,5102,70.56564414,NA,NA,NA,NA,NA,NA,3,5601,123.8546218,NA,NA,NA,NA,NA,NA
14,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5fvGDRaiMN95HoWaa_M3adgJTzHPDd-IGhLu_ysbm7-FR7dsBLNhUIKcMGLnl1Ok5YFknFjej2UNhxXCmBXbj2NjXubPPIpGNg9dSoIhrYavNlx-WDTzaDIPIUdauxmHBNR4v4AnMKmN6iUPdN5741fegBRPSHX5q0Ru0e3Mqkud-Q==&uniplatform=NZKPT&language=CHS,Journal of Rural Practical Technology,Trial on the Application Effects of Slow-Release Controlled Fertilizer and Microbial Inoculant on Maize,China,2021,Gansu,Pingliang,2022,"Hanwan Village, Tonghua Town, Zhuanglang County, Pingliang City, Gansu Province",106.05,35.15,NA,Microbial Inoculant,150,NA,3,9653.68,133.5198251,NA,NA,NA,NA,NA,NA,3,10181.81,225.1498351,NA,NA,NA,NA,NA,NA
14,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5fvGDRaiMN95HoWaa_M3adgJTzHPDd-IGhLu_ysbm7-FR7dsBLNhUIKcMGLnl1Ok5YFknFjej2UNhxXCmBXbj2NjXubPPIpGNg9dSoIhrYavNlx-WDTzaDIPIUdauxmHBNR4v4AnMKmN6iUPdN5741fegBRPSHX5q0Ru0e3Mqkud-Q==&uniplatform=NZKPT&language=CHS,Journal of Rural Practical Technology,Trial on the Application Effects of Slow-Release Controlled Fertilizer and Microbial Inoculant on Maize,China,2021,Gansu,Pingliang,2022,"Hanwan Village, Tonghua Town, Zhuanglang County, Pingliang City, Gansu Province",106.05,35.15,NA,Microbial Inoculant,300,NA,3,9653.68,133.5198251,NA,NA,NA,NA,NA,NA,3,10796.54,238.7433276,NA,NA,NA,NA,NA,NA
14,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5fvGDRaiMN95HoWaa_M3adgJTzHPDd-IGhLu_ysbm7-FR7dsBLNhUIKcMGLnl1Ok5YFknFjej2UNhxXCmBXbj2NjXubPPIpGNg9dSoIhrYavNlx-WDTzaDIPIUdauxmHBNR4v4AnMKmN6iUPdN5741fegBRPSHX5q0Ru0e3Mqkud-Q==&uniplatform=NZKPT&language=CHS,Journal of Rural Practical Technology,Trial on the Application Effects of Slow-Release Controlled Fertilizer and Microbial Inoculant on Maize,China,2021,Gansu,Pingliang,2022,"Hanwan Village, Tonghua Town, Zhuanglang County, Pingliang City, Gansu Province",106.05,35.15,NA,Microbial Inoculant,450,NA,3,9653.68,133.5198251,NA,NA,NA,NA,NA,NA,3,11303.03,249.9433146,NA,NA,NA,NA,NA,NA
14,https://kns.cnki.net/kcms2/article/abstract?v=Axm2Bq0K5fvGDRaiMN95HoWaa_M3adgJTzHPDd-IGhLu_ysbm7-FR7dsBLNhUIKcMGLnl1Ok5YFknFjej2UNhxXCmBXbj2NjXubPPIpGNg9dSoIhrYavNlx-WDTzaDIPIUdauxmHBNR4v4AnMKmN6iUPdN5741fegBRPSHX5q0Ru0e3Mqkud-Q==&uniplatform=NZKPT&language=CHS,Journal of Rural Practical Technology,Trial on the Application Effects of Slow-Release Controlled Fertilizer and Microbial Inoculant on Maize,China,2021,Gansu,Pingliang,2022,"Hanwan Village, Tonghua Town, Zhuanglang County, Pingliang City, Gansu Province",106.05,35.15,NA,Microbial Inoculant,600,NA,3,9653.68,133.5198251,NA,NA,NA,NA,NA,NA,3,10809.52,239.0303537,NA,NA,NA,NA,NA,NA
15,https://doi.org/10.19415/j.cnki.1673-890x.2021.10.007,South China Agriculture,Effects of Different Fertilizer Combinations on Agronomic Traits and Yield of Winter Potato in Yingjiang County,China,2019,Yunnan,Dehong Dai and Jingpo ,2021,"Nongzhang Village, Nongzhang Town, Yingjiang County",97.83,24.6181,12.34338747,Microbial Fertilizer,40（kg/20㎡）,NA,3,37498.8,518.6450365,43057.8,87.29640395,36784.5,585.5913026,6.863660274,0.006926265,3,44887.5,992.5949534,104326.95,177.1433975,96178.65,1777.69232,12.80352343,0.025674145
15,https://doi.org/10.19415/j.cnki.1673-890x.2021.10.007,South China Agriculture,Effects of Different Fertilizer Combinations on Agronomic Traits and Yield of Winter Potato in Yingjiang County,China,2019,Yunnan,Dehong Dai and Jingpo ,2021,"Nongzhang Village, Nongzhang Town, Yingjiang County",97.83,24.6181,12.34338747,Microbial Fertilizer,40（kg/20㎡）,NA,3,37498.8,518.6450365,43057.8,87.29640395,36784.5,585.5913026,6.863660274,0.006926265,3,42476.25,939.2751075,100595.85,170.8081243,93059.25,1720.035725,13.3476435,0.026765237
15,https://doi.org/10.19415/j.cnki.1673-890x.2021.10.007,South China Agriculture,Effects of Different Fertilizer Combinations on Agronomic Traits and Yield of Winter Potato in Yingjiang County,China,2019,Yunnan,Dehong Dai and Jingpo ,2021,"Nongzhang Village, Nongzhang Town, Yingjiang County",97.83,24.6181,12.34338747,Microbial Fertilizer,40（kg/20㎡）,NA,3,37498.8,518.6450365,43057.8,87.29640395,36784.5,585.5913026,6.863660274,0.006926265,3,40640.25,898.675735,93370.05,158.5389766,86445.3,1597.788552,13.48352648,0.027037715
16,https://doi.org/10.11924/j.issn.1000-6850.casb18040089  ,China Agricultural Science Bulletin,Compound microbial fertilizer:effect on yield and quality of potato in dryland of Southern ningxia,China,2015,Ningxia,Guyuan,2018,"Dryland Farming Experimental Base, Ningxia Academy of Agriculture and Forestry Sciences, Xuhe Village, Touying Town, Guyuan City, Ningxia Hui Autonomous Region",106.73,36.17,7.77262181,Compound Microbial Fertilizer,375,NA,3,29668.2,144.3,NA,NA,NA,NA,NA,NA,3,29959.8,401.8,NA,NA,NA,NA,NA,NA
16,https://doi.org/10.11924/j.issn.1000-6850.casb18040089  ,China Agricultural Science Bulletin,Compound microbial fertilizer:effect on yield and quality of potato in dryland of Southern ningxia,China,2015,Ningxia,Guyuan,2018,"Dryland Farming Experimental Base, Ningxia Academy of Agriculture and Forestry Sciences, Xuhe Village, Touying Town, Guyuan City, Ningxia Hui Autonomous Region",106.73,36.17,7.77262181,Compound Microbial Fertilizer,750,NA,3,29668.2,144.3,NA,NA,NA,NA,NA,NA,3,34043.4,1872.3,NA,NA,NA,NA,NA,NA
16,https://doi.org/10.11924/j.issn.1000-6850.casb18040089  ,China Agricultural Science Bulletin,Compound microbial fertilizer:effect on yield and quality of potato in dryland of Southern ningxia,China,2015,Ningxia,Guyuan,2018,"Dryland Farming Experimental Base, Ningxia Academy of Agriculture and Forestry Sciences, Xuhe Village, Touying Town, Guyuan City, Ningxia Hui Autonomous Region",106.73,36.17,7.77262181,Compound Microbial Fertilizer,1125,NA,3,29668.2,144.3,NA,NA,NA,NA,NA,NA,3,32835,1018.1,NA,NA,NA,NA,NA,NA
16,https://doi.org/10.11924/j.issn.1000-6850.casb18040089  ,China Agricultural Science Bulletin,Compound microbial fertilizer:effect on yield and quality of potato in dryland of Southern ningxia,China,2015,Ningxia,Guyuan,2018,"Dryland Farming Experimental Base, Ningxia Academy of Agriculture and Forestry Sciences, Xuhe Village, Touying Town, Guyuan City, Ningxia Hui Autonomous Region",106.73,36.17,7.77262181,Compound Microbial Fertilizer,1500,NA,3,29668.2,144.3,NA,NA,NA,NA,NA,NA,3,31543.2,2202.1,NA,NA,NA,NA,NA,NA
17,https://doi.org/10.16377/j.cnki.issn1007-7731.2020.12.042,Anhui Agricultural Science Bulletin,Effects of AM Natural Cycle Microbes on Potato Yield and Benefits,China,2019,Guangxi,Qinzhou,2020,"Guangxi Yiyang Agricultural Technology Co., Ltd., Chang'an Village, Jiuzhou Town, Lingshan County, Qinzhou City, Guangxi Zhuang Autonomous Region",109.06,22.415,NA,AM Natural Circulation Microbial Agent,NA,Arbuscular Mycorrhizal Fungi (AMF),3,23958,331.3625445,71874,145.7190506,NA,NA,NA,NA,3,29125,644.0396105,87375,148.3595979,NA,NA,NA,NA
17,https://doi.org/10.16377/j.cnki.issn1007-7731.2020.12.042,Anhui Agricultural Science Bulletin,Effects of AM Natural Cycle Microbes on Potato Yield and Benefits,China,2019,Guangxi,Qinzhou,2020,"Guangxi Yiyang Agricultural Technology Co., Ltd., Chang'an Village, Jiuzhou Town, Lingshan County, Qinzhou City, Guangxi Zhuang Autonomous Region",109.06,22.415,NA,Chitosan-Based Microbial Inoculant Fertilizer,NA,Arbuscular Mycorrhizal Fungi (AMF),3,23958,331.3625445,71874,145.7190506,NA,NA,NA,NA,3,25389,561.4256368,76167,129.3288183,NA,NA,NA,NA
18,https://doi.org/10.3969/j.issn.2096-1197.2019.05.09,Journal of Northern Agriculture,"Effect of app;ication of F01 complex microbial agents on potato growth,yield,and quality",China,2018,Inner Mongolia,Baotou,2019,"Yuanfangzi Village, Wukehudong Town, Darhan Muminggan Joint Banner, Baotou City, Inner Mongolia",110.46,41.43,6.421113689,Compound Microbial Fertilizer,37.5,"Bacillus subtilis, Bacillus licheniformis, Brevibacillus laterosporus, Bacillus megaterium, Bacillus mucilaginosus",1,40485.36,122.5,37242.5,75.50632694,14742.5,234.693411,1.655222222,0.00167032,1,42566.02,100.49,39785.2,67.55383434,16535.2,305.6239409,1.711191398,0.00343135
18,https://doi.org/10.3969/j.issn.2096-1197.2019.05.09,Journal of Northern Agriculture,"Effect of app;ication of F01 complex microbial agents on potato growth,yield,and quality",China,2018,Inner Mongolia,Baotou,2019,"Yuanfangzi Village, Wukehudong Town, Darhan Muminggan Joint Banner, Baotou City, Inner Mongolia",110.46,41.43,6.421113689,Compound Microbial Fertilizer,75,"Bacillus subtilis, Bacillus licheniformis, Brevibacillus laterosporus, Bacillus megaterium, Bacillus mucilaginosus",1,40485.36,122.5,37242.5,75.50632694,14742.5,234.693411,1.655222222,0.00167032,1,46957.9,62.27,43134.3,73.24048532,19134.3,353.6637097,1.7972625,0.003603944
18,https://doi.org/10.3969/j.issn.2096-1197.2019.05.09,Journal of Northern Agriculture,"Effect of app;ication of F01 complex microbial agents on potato growth,yield,and quality",China,2018,Inner Mongolia,Baotou,2019,"Yuanfangzi Village, Wukehudong Town, Darhan Muminggan Joint Banner, Baotou City, Inner Mongolia",110.46,41.43,6.421113689,Compound Microbial Fertilizer,112.5,"Bacillus subtilis, Bacillus licheniformis, Brevibacillus laterosporus, Bacillus megaterium, Bacillus mucilaginosus",3,40485.36,122.5,37242.5,75.50632694,14742.5,234.693411,1.655222222,0.00167032,3,42568.8,96.6,39478.6,67.0332386,14728.6,272.2321337,1.595094949,0.003198549
18,https://doi.org/10.3969/j.issn.2096-1197.2019.05.09,Journal of Northern Agriculture,"Effect of app;ication of F01 complex microbial agents on potato growth,yield,and quality",China,2018,Inner Mongolia,Baotou,2019,"Yuanfangzi Village, Wukehudong Town, Darhan Muminggan Joint Banner, Baotou City, Inner Mongolia",110.46,41.43,6.421113689,Compound Microbial Fertilizer,150,"Bacillus subtilis, Bacillus licheniformis, Brevibacillus laterosporus, Bacillus megaterium, Bacillus mucilaginosus",3,40485.36,122.5,37242.5,75.50632694,14742.5,234.693411,1.655222222,0.00167032,3,41502.08,134.62,38885.2,66.02566681,13385.2,247.4017595,1.524909804,0.003057811
19,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrBdZAD82ZAazCHU9ftxdJzRJH0OoFAtMC5IaiNWkAREP_TFHpUdaIH_CAHLrd0gL3hejQoubIItn1xUvqtih3zz74Pah8U-hLjAPKTIGS5f9XAv_-MI2xUzW9hNqi4sbi3fSyz8LjVGZxZhnq7UDNLnhKA3NYoMioDLWIPQIPih5A42NJrvgva&uniplatform=NZKPT&language=CHS,Inner Mongolia Agricultural University (Phd thesis),Effect of  F01 microbial compound on soil potassium solution effect and potato yield quality,China,NA,Inner Mongolia,Ulanqab,2021,"Dashihao Village, Malianqu Township, Jining District, Ulanqab City, Inner Mongolia Autonomous Region",113.15,41.152,12.3549884,Microbial Inoculant,30,"Bacillus subtilis, Bacillus licheniformis, Bacillus mucilaginosus",3,30798,72.2,32923.6,66.75008675,19183.6,305.3935574,2.396186317,0.002418042,3,41224.5,95.2,43208.5,73.36647424,28868.5,53.35184972,3.013145049,0.006042081
